[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-09-25 17:08:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-09-25 17:08:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116\
[2024-09-25 17:08:37] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/skallar/
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:f4f63c4fe35f1145be8dd888809ee84b5e334468===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/bdd4030576f6a94a4f0d.bundle.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a2a2517-A0MBfw.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/bdd4030576f6a94a4f0d.bundle.js?simply_static_page=292
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/bdd4030576f6a94a4f0d.bundle.js?simply_static_page=292
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 27335 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/bdd4030576f6a94a4f0d.bundle.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a2a2517-A0MBfw.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/bdd4030576f6a94a4f0d.bundle.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:6dceb8c4c696fff1be2a5dd6b6ba4b9619ae8dec===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/beta-tester.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a2a9bb5-MI1vcF.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/beta-tester.js?simply_static_page=293
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/beta-tester.js?simply_static_page=293
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 23085 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/beta-tester.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a2a9bb5-MI1vcF.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/beta-tester.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:c69451fe5cd52e6f3ebeff95397c30a189b89fb5===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/beta-tester.min.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a2b11a7-q9oVSj.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/beta-tester.min.js?simply_static_page=294
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/beta-tester.min.js?simply_static_page=294
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 9437 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/beta-tester.min.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a2b11a7-q9oVSj.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/beta-tester.min.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:f3a160fc61a0ce599be1eafd571834ffcb2e69b1===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/c96bb3445f3bc9de7d26.bundle.min.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a2b914f-pTC3vJ.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/c96bb3445f3bc9de7d26.bundle.min.js?simply_static_page=295
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/c96bb3445f3bc9de7d26.bundle.min.js?simply_static_page=295
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 5487 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/c96bb3445f3bc9de7d26.bundle.min.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a2b914f-pTC3vJ.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/c96bb3445f3bc9de7d26.bundle.min.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:e865bcd18770836834dbdb1b4cfcbabe6c723996===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/checklist.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a2c0c7f-lVvnQP.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/checklist.js?simply_static_page=296
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/checklist.js?simply_static_page=296
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 337069 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/checklist.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a2c0c7f-lVvnQP.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/checklist.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:af13df499203de5d9842ed84a997e441a8d93894===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/checklist.min.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a2d54bf-vmY4Fp.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/checklist.min.js?simply_static_page=297
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/checklist.min.js?simply_static_page=297
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 104523 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/checklist.min.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a2d54bf-vmY4Fp.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/checklist.min.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:b9ed3b1a79a0711db7ed40c6256f39d01f4738c7===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common-modules.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a2e70f0-htytAb.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/common-modules.js?simply_static_page=298
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common-modules.js?simply_static_page=298
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 304107 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common-modules.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a2e70f0-htytAb.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/common-modules.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:51] [class-ss-page.php:119] Checking Content Identical:bd5e7584290ca4b76147b626622471e3b797c617===. Value: FALSE
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common-modules.min.js
[2024-09-25 17:08:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 608
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a305d9e-TH0R84.tmp
[2024-09-25 17:08:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/common-modules.min.js?simply_static_page=299
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common-modules.min.js?simply_static_page=299
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:103] Filesize: 106592 bytes
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common-modules.min.js
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a305d9e-TH0R84.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/common-modules.min.js
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:51] [class-ss-page.php:119] Checking Content Identical:e49f0e08d7dcbbb72d9192bd265827a266529b4d===. Value: FALSE
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common.js
[2024-09-25 17:08:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 608
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a30f657-YkpqGa.tmp
[2024-09-25 17:08:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/common.js?simply_static_page=300
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common.js?simply_static_page=300
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:103] Filesize: 427475 bytes
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common.js
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a30f657-YkpqGa.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/common.js
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:51] [class-ss-page.php:119] Checking Content Identical:77325966cc398d10da4fd058466f1b7e56effc14===. Value: FALSE
[2024-09-25 17:08:51] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 250 of 608 pages/files
[2024-09-25 17:08:51] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-09-25 17:08:51] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-09-25 17:08:51] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:69] Total pages: 608; Pages remaining: 308
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common.min.js
[2024-09-25 17:08:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 608
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a329035-JOApLT.tmp
[2024-09-25 17:08:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/common.min.js?simply_static_page=301
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/common.min.js?simply_static_page=301
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:103] Filesize: 160783 bytes
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/common.min.js
[2024-09-25 17:08:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a329035-JOApLT.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/common.min.js
[2024-09-25 17:08:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
